"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,herfindahl_diversity,entropy_diversity,precision_at_one,recall_at_one,mrr_at_one"
1,0.0,0.0,3.9820044928947236e-05,0.9999648321230443,6200,1.0,14.646636370465806,0.9153386855260608,0.7351917403754171,0.0,0.0,4.753351434437147e-05
2,0.0,0.0,4.0683098604648437e-05,1.0,2119,1.0,14.673694341364971,0.9752544335523357,0.727517120294533,0.0,0.0,4.999688591463258e-05
3,0.0,0.0,4.228140713629636e-05,1.0,749,1.0,14.644848507015205,0.9888300218645246,1.051977555924114,0.0,0.0,4.144403918788963e-05
4,0.0,0.0,5.636499438065846e-05,1.0,476,1.0,14.532615894712414,0.9828008638084741,0.99314967078597,0.0,0.0,4.7937107359294074e-05
5,0.0,0.0,4.916125381147272e-05,1.0,296,1.0,14.633396276791258,0.997583748416806,0.7154856528628797,0.0,0.0,6.427477810160825e-05
6,0.0,0.0,0.00015151199339922272,1.0,179,1.0,14.554724384870045,0.9992377035699929,0.5443624428412773,0.0,0.0,3.924122730126991e-05
7,0.0,0.0,3.56582513193553e-05,1.0,40,1.0,14.643770387921121,0.9995192824661774,0.4872513731393041,0.0,0.0,3.56582513193553e-05
8,0.0,0.0,7.576549175512686e-05,1.0,119,1.0,14.502211802193443,0.995030756263447,1.0353661539606973,0.0,0.0,0.00019439521372871635
9,0.0,0.0,4.6895529691892674e-05,1.0,80,1.0,14.498251447204021,0.9985634251111689,0.7075020038647437,0.0,0.0,3.565952290392436e-05
10,0.0,0.0,6.334804481879252e-05,1.0,20,1.0,14.856021829889855,0.9964444444444445,1.1513301636096824,0.0,0.0,3.566079452250196e-05
11,0.0,0.0,0.0009094154709388577,1.0,60,1.0,14.66522049131492,0.9994382624708565,0.503200676632622,0.0,0.0,3.5660370700658796e-05
12,0.0,0.0,3.924086730107845e-05,1.0,80,1.0,14.783171242668349,0.9948440396488665,1.0667379621556567,0.0,0.0,3.966388042014035e-05
13,0.0,0.0,4.573519446730046e-05,1.0,40,0.9753384132696052,14.991266471785902,0.9993568883974606,0.5595439014531651,0.0,0.0,3.565888709746961e-05
14,0.0,0.0,4.748338081671415e-05,1.0,20,1.0,14.647750394959576,0.9991850907029478,0.6361633275469076,0.0,0.0,4.748338081671415e-05
15,0.0,0.0,7.874507646289474e-05,1.0,40,1.0,14.781062466724123,0.999057079092614,0.6356662490230492,0.0,0.0,7.229625569859316e-05
16,0.0,0.0,0.000123378253450769,1.0,20,1.0,14.838181757602689,0.999142240956769,0.6355174383986658,0.0,0.0,3.5662066260119114e-05
26,0.0,0.0,5.251837935802717e-05,1.0,20,1.0,14.70237202099077,0.999603271484375,0.4705819530520253,0.0,0.0,3.566969859104691e-05
29,0.0,0.0,0.00013707396865456992,1.0,20,1.0,14.243437681223645,0.9995078815840062,0.5084832102631941,0.0,0.0,3.566969859104691e-05
34,0.0,0.0,3.567160718426169e-05,1.0,20,0.95,14.164822481358305,0.9995504991009982,0.49199736365549,0.0,0.0,3.567160718426169e-05
