"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,herfindahl_diversity,entropy_diversity,precision_at_one,recall_at_one,mrr_at_one"
1,0.0,0.0,3.9828867362839476e-05,0.9999615827890895,2620,1.0,14.653372634440947,0.7816107666115084,1.2538086742157495,0.0,0.0,3.8636633211547514e-05
2,0.0,0.0,4.524962455991632e-05,1.0,634,1.0,14.622302558018909,0.9825933125035118,1.2959097763460723,0.0,0.0,4.1521150640416995e-05
3,0.0,0.0,4.4048972886339756e-05,1.0,612,1.0,14.633856021735332,0.9611551930054312,1.4628618879047324,0.0,0.0,4.0388623005093986e-05
4,0.0,0.0,4.7341567712102554e-05,1.0,258,1.0,14.683490252337114,0.922166543226888,1.62986333828557,0.0,0.0,4.7341567712102554e-05
5,0.0,0.0,0.0002866075333183312,1.0,100,1.0,14.628231208886916,0.9948032556446907,1.2408082910481435,0.0,0.0,4.253036823406168e-05
6,0.0,0.0,4.5949724356358976e-05,1.0,100,1.0,14.623214977114714,0.9964405836235475,1.0972959819832877,0.0,0.0,4.452752945391608e-05
7,0.0,0.0,3.710712827934246e-05,1.0,20,1.0,14.502897036727799,0.9923106497500961,1.5418924049899312,0.0,0.0,3.710712827934246e-05
8,0.0,0.0,3.710712827934246e-05,1.0,20,1.0,14.897137685238146,0.9986562751948401,0.7875444335628291,0.0,0.0,3.710712827934246e-05
9,0.0,0.0,4.7533546413572274e-05,1.0,40,1.0,14.923747019931643,0.9392585436541481,2.509927996652494,0.0,0.0,3.71091939177459e-05
10,0.0,0.0,4.92216759108121e-05,1.0,20,1.0,13.713126898997459,0.8611111111111112,4.14151108298,0.0,0.0,6.02990834539315e-05
13,0.0,0.0,0.00019857029388403494,1.0,20,1.0,14.964474388983465,0.9896694214876033,1.7200861972355732,0.0,0.0,0.00019857029388403494
