"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,herfindahl_diversity,entropy_diversity,precision_at_one,recall_at_one,mrr_at_one"
1,0.0,0.0,0.00018483037191089255,0.8636644514234659,20,0.974123319092899,9.640696233781812,0.9930568586976919,1.4149166950791074,0.0,0.0,0.00022016732716864817
2,0.0,0.0,0.00040434547979158766,0.8968215463658166,40,0.7746671839983419,9.022258902766318,0.9916591812914872,1.5082438558519216,0.0,0.0,0.0005659073938841462
3,0.05,0.02127659574468085,0.011114606821010092,0.9365360177059068,20,0.9510174941681804,9.141091187408062,0.8984375,3.717001755752707,0.0,0.0,0.00015595757953836556
4,0.0,0.0,0.0002822584602740898,0.9022379613852757,60,0.9612836018606083,9.439735407702242,0.9582652601563502,2.514915478464022,0.0,0.0,0.0004039355569214013
5,0.016666666666666666,0.007407407407407408,0.0020755651317986563,0.9262303752175941,120,0.9261842265274235,9.443858978216342,0.8934000862503136,3.0049098783672594,0.0,0.0,0.00016369424190967104
6,0.0,0.0,0.0005470142400919899,0.8946979066199934,40,0.9457435629401553,8.6183353801323,0.9949106755615413,1.3025426396855169,0.0,0.0,0.00023526232117312986
9,0.0,0.0,0.0005878518881937949,0.9245666692888578,80,0.9286567812857439,9.574372036171011,0.9419546983149054,2.627865252236872,0.0,0.0,0.00017657118680695528
10,0.0,0.0,0.0006550581313458063,0.9235149809018145,60,0.9158488323446224,9.269370138134027,0.9734742963221752,2.197874487956883,0.0,0.0,0.000129792249217939
11,0.0,0.0,0.00037477430712278773,0.8927860295748752,40,0.758465509847681,9.616900482425706,0.9943170105507768,1.3420754390024354,0.0,0.0,0.0006127605487989257
12,0.0,0.0,0.0002192148377031799,0.9247120605696334,20,0.7956753702651634,9.585406500580683,0.9935941828254847,1.372312713410833,0.0,0.0,0.00019860973187686197
13,0.0,0.0,0.00039638750078451303,0.9658705216492904,20,0.9,9.72301438605108,0.9810080350620891,2.1058181157011093,0.0,0.0,0.00011646866992778943
14,0.0,0.0,0.0011969233572262663,0.9292674771005888,40,0.8612818657390924,9.582249492812903,0.9915990941631967,1.5488601314928527,0.0,0.0,0.00014010469353156887
15,0.0,0.0,0.0005297846197733222,0.9341554524908482,40,0.9263483299985205,9.27460115005485,0.9938631104729334,1.3603250450543445,0.0,0.0,0.00014585627436016944
16,0.0,0.0,0.0005576423652600671,0.9259839481477294,39,0.8740843519521586,9.354995128952066,0.9881673595364071,1.7159705758632242,0.0,0.0,0.00020143900622167
17,0.0,0.0,0.0009744733188024189,0.8965735149379783,20,0.8597802393581937,8.995128466360079,0.9881198347107438,1.7895494948339892,0.0,0.0,0.00015639662183296842
18,0.0,0.0,0.0005390812848799305,0.939792429438013,40,0.9209106548443714,9.661072101032394,0.9752176416197073,2.2516141879561786,0.0,0.0,0.002274079695151578
19,0.0,0.0,0.0012702120776029216,0.9184001274186911,59,0.8186427302201867,9.427362765308594,0.9716760519209394,2.161444140327632,0.0,0.0,0.0007790014079312245
20,0.0,0.0,0.000912575269591121,0.9386999345497526,40,0.9080572302480134,9.39502141022355,0.984092970521542,1.9819602755522676,0.0,0.0,0.00017139707616379608
21,0.0,0.0,0.002089557669200781,0.9502061120420958,20,0.9690010148708053,9.092626022379719,0.9887152777777778,1.7425312175571193,0.0,0.0,0.00011649580615097856
23,0.0,0.0,0.00036913885239494405,0.8858846464973782,60,0.8533025993912728,9.348954960906097,0.8962047039970127,2.824290721679141,0.0,0.0,0.00035229226594243244
24,0.0,0.0,0.0006425388823804964,0.9430921585352552,40,0.9305346319525464,8.899651451264628,0.6737143895829202,4.017089776523302,0.0,0.0,0.0011823039345975127
26,0.0,0.0,0.0012855191485040913,0.9474813503679427,20,0.8579386119976616,9.308190474769493,0.981875,2.061321741792218,0.0,0.0,0.002702702702702703
27,0.0,0.0,0.0006943029472109373,0.9349720348093896,59,0.9051710501350275,9.36805371835093,0.9830262967510427,1.9762357371570916,0.0,0.0,0.003082614400426918
28,0.0,0.0,0.0005219899631452162,0.9347741995935364,20,0.893371288531962,9.610204375313804,0.9875400498398006,1.7910401501944038,0.0,0.0,0.0001166044776119403
29,0.0,0.0,0.0007479655048653125,0.8902031978911625,60,0.8372604751546469,9.11899674595841,0.9700307576790926,2.37445342646109,0.0,0.0,0.0024042215013392668
30,0.0,0.0,0.000344014231114437,0.9307899307501066,60,0.8964280035558349,9.273629400437422,0.7231105222297419,3.4472935486074765,0.0,0.0,0.00022792429601927052
31,0.0,0.0,0.000430667270053218,0.9089429186437868,40,0.8247829972500171,9.195143103838404,0.9926429904525795,1.4755545058965243,0.0,0.0,0.0003634814894288009
32,0.0,0.0,0.0003412439526947208,0.9194235868049757,40,0.9500574953524434,9.504431777284005,0.8320987654320988,4.246727442219495,0.0,0.0,0.00015098958540457906
33,0.0,0.0,0.0009515487410548186,0.9259615399880864,20,0.993061690358274,9.384297825701655,0.9668367346938775,2.563699122379378,0.0,0.0,0.00011664528169835531
34,0.0,0.0,0.00038714677341098255,0.9363270270294228,20,0.8470040248764221,8.903272916899837,0.9902777777777778,1.6337740696175476,0.0,0.0,0.0001486546751895347
35,0.0,0.0,0.0007261343699862471,0.8939239283121627,20,0.9823798392978261,9.42266580562924,-0.4375,7.09609426098244,0.0,0.0,0.00011856770215793219
36,0.0,0.0,0.00022433080317288328,0.9346074558296221,20,0.9028028097246589,9.663354865190094,0.9908,1.6284935714880624,0.0,0.0,0.0002494387627837366
37,0.0,0.0,0.0006500473098131214,0.9348768980164782,40,0.9207620491207191,9.208519245591077,0.9124114666442709,3.384708008816171,0.0,0.0,0.00020985843031657601
39,0.0,0.0,0.00021707781524048892,0.9456805899435969,20,0.9939608606670971,9.276425180448951,0.9615384615384616,2.698200001509259,0.0,0.0,0.00015867978419549348
40,0.0,0.0,0.00029192693240603603,0.8997017633400591,20,0.9556197537004131,9.487965133180158,0.9868507560815253,1.8787495621177677,0.0,0.0,0.00015723270440251572
42,0.0,0.0,0.0002182758591564358,0.9275554132867255,39,0.942937482067763,9.415432998085565,0.9507358024691358,2.9431338433729772,0.0,0.0,0.0001166317092908532
43,0.0,0.0,0.0002690811199200083,0.834066866273374,20,0.910497585082131,9.246192935133456,-1.2222222222222223,7.324081924454066,0.0,0.0,0.000554016620498615
44,0.0,0.0,0.0006724579818444401,0.9308231027698131,40,0.9656901702222797,9.015114189393456,-1.5591715976331362,5.438773870077831,0.0,0.0,0.001236198470519028
45,0.0,0.0,0.00035437057139182726,0.9389501429468093,20,0.9457093642771843,9.303213691091946,-19.0,0.0,0.0,0.0,0.00011708230886313078
46,0.0,0.0,0.0013614531220067403,0.9268342330906394,20,0.846602289784982,9.46538696441496,0.9933927032461937,1.438991216651393,0.0,0.0,0.0003234152652005175
47,0.0,0.0,0.0005585042699334376,0.9451940612028077,20,0.9447197974670131,9.142885318383208,0.993539763867231,1.4077100369113493,0.0,0.0,0.00011669292257424587
49,0.0,0.0,0.00023459918569707287,0.9282516250752607,40,0.9368605089882796,9.267344348158446,0.838335589337776,3.45741542466308,0.0,0.0,0.00023459918569707287
