key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty
1,0.005952380952380952,0.02976190476190476,0.01515169643958961,0.9131386610728948,0.012531328320802004,0.9099835067736605,56.92499999999999
2,0.005952380952380952,0.03968253968253968,0.01922046833039304,0.9134157788998021,0.012719298245614035,0.9100888717012288,56.74999999999999
3,0.005952380952380952,0.05952380952380952,0.025939263382345812,0.9148013680343385,0.012719298245614035,0.9107205960768674,55.875
4,0.0017857142857142859,0.03571428571428571,0.039439397279746574,0.9149399269477922,0.012719298245614035,0.9107392469108426,55.7875
5,0.0,0.0,0.0077086415462091495,0.915078485861246,0.03070175438596491,0.9124576373064351,55.699999999999996
6,0.0,0.0,0.0015290519877675841,0.8985155473076278,0.10526315789473684,0.9058251689495582,59.1
