key,"precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
2,0.001851851851851852,0.012345679012345678,0.0053181912320058415,0.6833219938720879,0.0020467836257309943,0.8316779916629109,203.55555555555546
1,0.0014388489208633094,0.017985611510791366,0.005949006544102701,0.683372746189135,0.0007572889057175312,0.8303762197459404,203.54999999999998
3,0.002,0.02,0.004968267945533409,0.6830804128429441,0.004421052631578947,0.8323802550571787,203.582
5,0.0,0.0,0.0023956956209017447,0.6829159753357118,0.02631578947368421,0.8292149550888476,203.6
4,0.0035714285714285718,0.07142857142857142,0.007296500391926016,0.6830138548043024,0.007894736842105263,0.8285902636397511,203.5892857142857
6,0.0,0.0,0.004484304932735426,0.6829159753357118,0.10526315789473684,0.8322229602037561,203.6
