"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,herfindahl_diversity,entropy_diversity"
1,0.03534482758620689,0.02834128788562286,0.012447772035621177,0.7044965056133335,32,0.8988407202253759,7.524210639256053,-7.5616484054992705,7.275915512360129
2,0.04090909090909091,0.032310698209234656,0.013926906858462375,0.7070773438079097,40,0.8793279619855191,7.634894424209708,-7.492621549398254,7.5341632501866105
3,0.04722222222222222,0.030959503898333685,0.014100387716375081,0.6965046659003221,40,0.867285506904581,7.711164221420436,-7.812657576543431,7.4224987398456275
4,0.05999999999999999,0.040845117845117844,0.018995212861949707,0.6971046806209609,44,0.8403552859097695,7.768711337906449,-7.765488504325832,7.5222266207458
5,0.0625,0.041935941043083895,0.01788928198038898,0.6816059266846087,41,0.835376973397539,7.846579612406047,-7.972534876392833,7.530627400212513
6,0.06296296296296296,0.056556690969876526,0.017890291773152947,0.6738044035591001,40,0.8348693603150265,7.8613310879002185,-8.104424407621606,7.378600823129623
7,0.057692307692307696,0.04105342332086518,0.016394834396461576,0.6648676878560279,48,0.8258808257473814,7.930197047908318,-8.047838891111736,7.127170004391997
8,0.0625,0.0477114898989899,0.016095795182207467,0.6531563891566704,51,0.8110227656826158,7.958806552919204,-7.998909973448338,7.120112895840206
9,0.06363636363636363,0.04687969387025249,0.017502509310483975,0.6519875678302256,51,0.8073251909715307,7.998659328875635,-8.091180834326703,7.171935154084106
10,0.06666666666666668,0.0544973544973545,0.01918976466349454,0.6464206268347498,45,0.8146684137357583,8.01495869946984,-8.363077151644314,7.20787850362047
11,0.05952380952380952,0.06137460878840189,0.01749796565827804,0.6517015484589769,50,0.8151831174351094,8.004939949728609,-8.087238633073454,7.311738932658585
12,0.05499999999999999,0.03292237947810703,0.009651131680856984,0.6379015582311912,49,0.8206641013287606,8.022935198982106,-8.08458627109995,7.423305921067055
13,0.05789473684210527,0.03392866550761288,0.009795002486683822,0.6520985951035424,52,0.8103600941733076,8.055372980009288,-7.900435244586187,7.468419546540272
14,0.049999999999999996,0.03002699055330635,0.010173693146937297,0.6439766956546492,53,0.8215190591587048,8.119265554909967,-7.692419680603012,7.173234509820031
15,0.052777777777777785,0.0326984126984127,0.01046425643334501,0.6615371471846786,52,0.8170700391930085,8.038821298552392,-8.060670478804266,7.233717133491993
16,0.05,0.03145424836601308,0.010517509608540854,0.6585444645399774,51,0.8212154496248733,8.047286562506228,-8.262906468465237,7.101113177908006
17,0.04444444444444444,0.02913189869711609,0.01019091532614693,0.6433120506282773,45,0.8287496429471157,8.005509504537573,-8.557552080618024,7.052268336062237
18,0.04166666666666666,0.028409090909090908,0.010366791509230656,0.626819920065327,40,0.8322502323742778,8.002678508026309,-8.88140810780333,6.615204971569084
19,0.047058823529411764,0.03307129303334237,0.011348499583875725,0.6168758881967634,45,0.8274029406059921,8.077618776448949,-9.073722152032742,6.586839006593803
20,0.044117647058823525,0.032352941176470584,0.011613279013044066,0.6162163272497875,41,0.8323405644136983,8.033054329427214,-9.146055392971512,6.369909696938923
21,0.047058823529411764,0.035657094053592395,0.012651393631305227,0.6213073730170162,44,0.8241165096010699,8.045421187282377,-8.972414345519663,6.59958637566295
22,0.049999999999999996,0.03943452380952381,0.01192837938562622,0.6206057976045568,49,0.8010244314719952,8.088045169161015,-8.88175264697155,6.8095946174237145
23,0.053125,0.043436819172113283,0.01205931101695815,0.6207489367585628,50,0.7996210856660387,8.137528365977854,-8.645866653818645,6.933559885606871
24,0.049999999999999996,0.04296875,0.012294767248424418,0.6251579794468335,52,0.8029844637952641,8.169275227636934,-8.357754684428933,6.989403452410595
25,0.04687499999999999,0.042499999999999996,0.012046867741705077,0.6196727766337506,52,0.8019857023471277,8.180982132671597,-8.44715815629702,6.9487957862702405
26,0.043750000000000004,0.04203869047619048,0.012462878516369992,0.6223365820025627,54,0.7991247018765317,8.209369844859165,-8.109187006001063,7.119973444874766
27,0.034375,0.034071906354515055,0.012720142140358378,0.6261693305771343,51,0.7976855769643904,8.18240941532028,-8.357999378721411,7.105215295985964
28,0.034375,0.03598484848484848,0.012589526154759204,0.62047158730717,51,0.812029953460627,8.191414164505261,-8.475294812564528,7.1160299891797765
29,0.03666666666666667,0.04069264069264069,0.01363527997120729,0.6271288439412551,50,0.8036695426504601,8.167548955137805,-7.7079508463084485,7.587112179231678
30,0.03666666666666667,0.043333333333333335,0.014338444591825187,0.6353827542335235,52,0.8098665191497546,8.157438449399896,-7.811715352127229,7.374955976425648
31,0.03666666666666667,0.04639376218323586,0.015091885332768834,0.6276755555753224,52,0.7978838219594502,8.18466502580609,-7.605321584859497,7.643496097351547
32,0.02666666666666667,0.03425925925925925,0.01461087443225394,0.6192883695851866,56,0.7909297705382106,8.232161692663427,-7.547265975797825,7.6190059047524645
33,0.02,0.029131652661064426,0.012982426563649695,0.6164893525194765,56,0.7892078255340322,8.22897611610111,-7.557824006531279,7.543871989198045
