"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,herfindahl_diversity,entropy_diversity"
34,0.016666666666666666,0.020833333333333332,0.012985631502719008,0.6146353723590947,57,0.7906402105176756,8.23821598615285,-7.5938037882578024,7.690841978455468
35,0.017857142857142856,0.023809523809523808,0.012118009673028132,0.6066266363251117,54,0.801226681194704,8.21877211917742,-8.195299882345052,7.590607709527002
36,0.019230769230769232,0.02747252747252747,0.013835643610451316,0.5910865851014281,54,0.7934732038730732,8.246288415602635,-8.215243812459544,7.811119294465364
37,0.019230769230769232,0.02958579881656805,0.014631539852141752,0.5971298823994163,53,0.791063293340199,8.290378675636841,-8.20354892019826,7.948677587571248
38,0.015384615384615385,0.02564102564102564,0.015297121858673988,0.5976935188558394,53,0.7934301547710114,8.251668126541647,-8.059934977933553,8.016100715386576
39,0.015384615384615385,0.027972027972027972,0.016446995171461816,0.6000950825513032,55,0.7911419155516073,8.305588448710704,-7.781835228680132,7.849806376103089
40,0.018181818181818184,0.03636363636363637,0.01895889018945761,0.5724621639677879,54,0.8218363945324498,8.328717038038015,-8.51667327072682,6.985811337935725
41,0.018181818181818184,0.0404040404040404,0.02098429500521242,0.5715350473609825,56,0.8219661428632304,8.313783391588641,-8.496578920436864,7.168110791237629
42,0.015000000000000003,0.0375,0.013181878353421652,0.5447908424761647,46,0.8146763559857579,8.32900364989106,-9.312773766104067,7.390156053285125
43,0.01,0.02857142857142857,0.012847207974635278,0.5424803812376587,48,0.816416784599107,8.323399404842338,-9.34335841430578,7.2504096046323765
44,0.01,0.03333333333333333,0.014689757747711626,0.5330458782081607,46,0.8172576986302085,8.352505848481767,-9.44970310817965,7.370550908163934
45,0.005,0.02,0.015303184192282234,0.5398277435283817,47,0.8165540527485936,8.33414372177191,-9.503327363687344,7.407609594178959
46,0.0,0.0,0.005526309745695303,0.5352449302564253,49,0.8116839060841308,8.367198845758447,-9.410355712040019,7.82947914323741
47,0.0,0.0,0.005852693032974795,0.5393788789724103,48,0.8163317391058413,8.351761531552196,-9.427238938579677,7.764567946391816
48,0.0,0.0,0.007871148257498867,0.5272752922875957,49,0.8166370786534445,8.354581035978162,-9.170938681556695,8.056035422957562
49,0.0,0.0,0.01059956232901046,0.5249414442233206,49,0.8166973899145129,8.346078837387457,-9.111634063187878,8.521643610663148
