"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,herfindahl_diversity,entropy_diversity"
1,0.05357142857142857,0.03302572616348127,0.012036082366440016,0.6817803648717435,43,0.7794947144529693,7.726505854847232,-4.428540205608146,8.4444388483713
2,0.06458333333333333,0.041608602749907096,0.016883403865704957,0.6572861941259436,48,0.7522540927281213,7.860028761978292,-4.998553128731026,8.43132581889257
3,0.07142857142857144,0.03755853766954599,0.013853046944833289,0.6506608788434624,48,0.7191125688835356,7.938714270081386,-5.646839294489416,7.184537317387427
4,0.0775,0.04172548466026728,0.0163391892093041,0.6275522062558203,48,0.7192940323761919,8.112700834516861,-5.702986101844118,6.782888017458163
5,0.07,0.03843512767425811,0.012742251222398738,0.6304928461134962,51,0.7165320231308164,8.118399623631863,-5.817642578103079,6.479719592791321
6,0.06944444444444445,0.038782562466772995,0.011672797691694886,0.6333593860876603,48,0.7199049331065316,8.098813941707338,-5.599475704501591,6.350187766889612
7,0.07352941176470588,0.042421946338715,0.01216712621142961,0.6186586668330479,52,0.7006451793857944,8.123899977493341,-5.753099330033033,6.307631345622226
8,0.06470588235294118,0.037628384687208215,0.011076992140330373,0.6193328872611689,50,0.7085578691900604,8.228721708326376,-5.598897965110219,6.279493194771085
9,0.061764705882352944,0.03750260959174881,0.011493289800135502,0.6226438856322519,49,0.7122880341694809,8.231599551968875,-5.64724303731429,6.0507406258007475
10,0.06874999999999999,0.042881944444444445,0.011339320077356458,0.6273400308266912,51,0.709401179840011,8.092620129802684,-5.647560463779495,6.213834407669065
11,0.07666666666666667,0.049210658622423326,0.012470539825477512,0.6203766309957595,50,0.6826915174659393,8.161171640534073,-5.911009081285487,6.110315343283309
12,0.07,0.04467418546365914,0.01253957513151659,0.617628268548852,50,0.697414335262019,8.169824456558239,-5.88576056786812,6.105774648224678
13,0.06666666666666667,0.042005082005081996,0.01218949662638805,0.6204884536821212,49,0.6923403633371981,8.246020921846966,-5.850006018959648,6.142755086607775
14,0.06666666666666667,0.043650793650793655,0.012398512488961707,0.6160332122486439,52,0.6889193025681589,8.20538611511769,-5.8144073623907016,6.263022822495035
15,0.05666666666666667,0.03976023976023976,0.012084934977201823,0.617286650284654,50,0.6973811161097654,8.25444031856687,-5.850784315251818,6.02011211507145
16,0.05666666666666667,0.04163398692810458,0.012788790215826533,0.6201123931572735,52,0.6954479423887681,8.28781024490867,-5.744815323419492,6.215439915281587
17,0.06923076923076923,0.05283605283605283,0.01465039191317431,0.634315263515063,52,0.6817668225731143,8.27501888346148,-6.085073339783505,6.019706940568191
18,0.06923076923076923,0.055769230769230765,0.01427757369804983,0.6264212743363659,51,0.6840368239297916,8.233330265005899,-6.173196030322965,5.943617643671807
19,0.06923076923076923,0.06530387175548466,0.01499231930103777,0.6205260500374299,50,0.6784104988511566,8.195569560691382,-6.181069230595361,5.874648917260153
20,0.06923076923076923,0.0705128205128205,0.015471233586067262,0.6286628497102013,50,0.6871300347630029,8.187439757414865,-6.181883652240079,5.825125271011279
21,0.0653846153846154,0.06616142478211443,0.0147144246517332,0.6183529586199735,52,0.6908028015269022,8.241976140057604,-6.095228039188776,6.037643787726307
22,0.0576923076923077,0.06776556776556776,0.015261107820449388,0.616606598283428,50,0.701903866966584,8.369849490290116,-5.860677487408873,6.073633672763061
23,0.0576923076923077,0.07806267806267807,0.015825689276275687,0.6149180936444758,52,0.6996072087297769,8.364991665652294,-5.823835775172834,6.1519116304917265
24,0.0576923076923077,0.09615384615384616,0.016417145756778315,0.6209519500715421,51,0.700898494722304,8.374933829116605,-5.825537705307975,6.066540961992222
25,0.06250000000000001,0.07444444444444444,0.016635047340475502,0.6259136917887842,50,0.6884653231531975,8.266012816521512,-6.130744158741515,5.851135031427376
26,0.06363636363636364,0.053030303030303025,0.019620216120400106,0.6244046362054109,49,0.6994141071849119,8.248583293659559,-6.275440396764276,5.766690053184279
27,0.05909090909090909,0.051383399209486175,0.01266843942016143,0.6217932094073464,49,0.7005458757148262,8.339956745940272,-6.1557311671713455,5.920609039497257
28,0.06000000000000001,0.05454545454545454,0.012243875627062795,0.6216814921005349,48,0.7108323827872013,8.277069266357298,-6.604323473521065,5.603132257107743
29,0.06000000000000001,0.05714285714285714,0.012318478896347886,0.6166951614677739,50,0.708331238558904,8.289234063393678,-6.568776947465618,5.661037886674194
30,0.05,0.05,0.01177409139258491,0.6201100046815844,50,0.7160048809347332,8.322770859054083,-6.51542829326286,5.766191388292875
31,0.045,0.047368421052631574,0.010821879123692733,0.6215278351424011,48,0.7063091289535393,8.295918125053543,-6.594017946076657,5.492800715979809
32,0.044444444444444446,0.04938271604938271,0.011962639848127227,0.6104260500411305,51,0.7086684094554243,8.278446510926843,-7.2752646641651415,5.5132551129182295
33,0.03333333333333333,0.0392156862745098,0.007484282739400171,0.6340525066043015,53,0.7193531479932029,8.178546288035255,-7.3742570262961005,5.897527377145334
34,0.03888888888888889,0.04861111111111111,0.008125821647075334,0.6332217717072592,51,0.7229951076922292,8.188302257019224,-7.314629241474318,5.949815106344291
35,0.03888888888888889,0.05185185185185184,0.008436026132662264,0.6351830426847058,50,0.7173323592986816,8.143324899130342,-7.514691267693816,6.24184959190527
36,0.03333333333333333,0.04761904761904761,0.007809943974652673,0.6343881014320804,50,0.7175759970822608,8.15747205664649,-7.386957229478221,6.18888904832049
37,0.027777777777777776,0.042735042735042736,0.007604998426262808,0.6487352844576435,50,0.7225387302922767,8.063169684777737,-7.470393583628105,6.424476612369008
38,0.022222222222222223,0.037037037037037035,0.006517193426849607,0.6399541748325683,51,0.7449329132766267,8.041275667213789,-7.441794097690498,5.83335450566637
39,0.022222222222222223,0.04040404040404041,0.007019921756220245,0.6279566916275415,52,0.7448474441758615,8.091077560923747,-7.409353916890398,5.909883879369787
40,0.027777777777777776,0.05555555555555555,0.008538123606843091,0.6211999167521431,52,0.7201975043262276,8.222342402951254,-7.023564949883067,5.768645252354767
41,0.022222222222222223,0.04938271604938271,0.008011889976026141,0.6110041413299943,50,0.7257118713588768,8.303851847394995,-7.11740720557835,5.518355701650899
42,0.018750000000000003,0.046875,0.009453659472859866,0.6281635738299017,53,0.7479995606583477,8.229991455562043,-7.931267265426536,5.38234777468619
43,0.018750000000000003,0.05357142857142857,0.0099684971531659,0.6323708664652601,53,0.7467229481830231,8.207492413450748,-8.129453423859964,6.0712012158970055
44,0.0125,0.041666666666666664,0.008724783020957503,0.6142065486020538,52,0.7531244238017102,8.27232810322787,-8.074058611165226,5.114360103653859
45,0.00625,0.025,0.008007195326510546,0.6109257891463904,51,0.751999453533557,8.307044283550857,-7.984586737380541,5.181105679755265
46,0.0125,0.0625,0.00849858565885251,0.6118110537633958,49,0.752602638545988,8.301376217328304,-7.973813353930215,5.160012299114324
47,0.00625,0.041666666666666664,0.005492025651838827,0.612415362047011,51,0.7459456376389062,8.323200299180364,-7.9371511153603596,5.286816623336638
48,0.00625,0.0625,0.007234768571530279,0.6138675993160715,50,0.7589031835506206,8.355999846139387,-7.888917430513024,5.310000232879299
49,0.0,0.0,0.002285477763987164,0.60988743953033,50,0.7523097647116115,8.349150318514395,-7.793311032048845,5.466063430847514
