"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,herfindahl_diversity,entropy_diversity,precision_at_one,recall_at_one,mrr_at_one"
1,0.004272477693891558,0.02543051466882667,0.010022064300101018,0.9825067775077445,14456,0.9700633464355164,14.312731264513923,0.9810839388521114,0.5433091482566669,0.0016472203157172273,0.032944406314344546,0.008808918658633895
2,0.011403508771929827,0.05064414663706219,0.021219113690579303,0.9435925636342416,9180,0.9114676776413314,14.223571862695282,0.961276372743244,0.763455682147205,0.002352472089314195,0.04704944178628389,0.020610350320360224
3,0.025740479548660086,0.09182561802078959,0.0298778310805553,0.8745199598409314,5745,0.8206888177805157,14.214055139089206,0.9643249430918166,1.0083253640621017,0.006488011283497884,0.12976022566995768,0.036487082123043926
4,0.03309128630705394,0.08774862781744559,0.024457827265237694,0.8275438833925874,4012,0.7618907851873875,14.172638637064265,0.956846241185423,1.1687805523413792,0.004149377593360996,0.08298755186721991,0.017547330214279074
5,0.04014492753623188,0.11729288519125758,0.030526954864711745,0.7542978314047398,2928,0.6850479928289194,14.168814176137717,0.9503519965459164,1.3333695344848053,0.006231884057971015,0.1246376811594203,0.02208424315987978
6,0.05058365758754864,0.13078649420116337,0.040376454130530426,0.7005546509109319,2116,0.6314921898897901,14.16913610354326,0.9499773538659745,1.5226829112156293,0.007782101167315175,0.1556420233463035,0.057511692323056036
7,0.030303030303030304,0.06969564715887328,0.020069447669571625,0.768867861846471,1662,0.667668041500291,14.132819549739812,0.9411510311316079,1.5205193205957572,0.00202020202020202,0.04040404040404041,0.012743174197155606
8,0.03238993710691824,0.11694097694428075,0.02352211942110003,0.748680451599012,1288,0.655910076834949,14.156666452803265,0.9410336457411641,1.514313305019998,0.008176100628930818,0.16352201257861634,0.027127081955865596
9,0.04807692307692309,0.11984725323394207,0.029698987968101,0.5974246924449681,1025,0.5103910899470907,14.11639105069879,0.9410628852896414,1.7686839612405887,0.002307692307692308,0.046153846153846156,0.005164366295251703
10,0.053773584905660386,0.11540887191879795,0.031224508278162404,0.59436544570094,846,0.4968852948902353,14.129376498044252,0.9460310285622414,1.7200938457513242,0.012264150943396229,0.24528301886792453,0.09639231744864901
11,0.0558139534883721,0.14164246990024426,0.030071525307134743,0.5141114635397626,596,0.42243494168518936,14.11550314619231,0.947399503041783,1.775123922634722,0.004651162790697674,0.09302325581395349,0.011089251665177767
12,0.07464788732394365,0.19512161638810344,0.03800075596350464,0.47126891970474183,534,0.39239082334859793,14.087120953878067,0.9659071205806125,1.6942974199028322,0.008450704225352114,0.16901408450704225,0.026955092856019658
13,0.07719298245614035,0.22360763036023923,0.056245459917709205,0.48772424214471066,401,0.3675047765853514,14.031363141960874,0.9687876429747121,1.663070418858493,0.005263157894736843,0.10526315789473684,0.024507788744540425
