key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,precision_at_one,recall_at_one,mrr_at_one
2,0.03759259697536269,0.19689889543282854,0.0813283107794316,0.9664714297929473,7407,0.9708893506455168,9.579684438929036,0.013864104323953328,0.2772820864790666,0.11098296521161541
5,0.03361916444528319,0.17925556891779412,0.07440761347813497,0.9788068272267603,10912,0.9741952104405627,10.132509512125496,0.01278219433370291,0.2556438866740582,0.10225660927646928
8,0.014492410428852211,0.08380016374115368,0.03536893084284027,0.984608695582121,7507,0.9884677579280345,9.209740346785422,0.005998247649719388,0.11996495299438774,0.04766570429611423
13,0.01491923122273317,0.08240968022209856,0.03309130329649376,0.9847118129874582,8371,0.9877162349252538,9.505633051267209,0.005775262351137839,0.11550524702275675,0.04382648987568748
20,0.008316969883366061,0.049065113457776185,0.021751964760236955,0.9900024900449249,7774,0.9933551890428048,9.129316834354828,0.003637417492725166,0.0727483498545033,0.031102835748727027
