key,BasicRNNCell,LSTMCell,LSTMCellDiversity
1.0,0.9752650525954127,0.9554427752935852,0.9557811883502045
2.0,0.9757517503579417,0.9540196418539774,0.9540730169345882
3.0,0.9766279727276026,0.9541095014155788,0.9540361516356655
4.0,0.9771364317411706,0.9545193180696891,0.9543480623743976
5.0,0.9776418907302028,0.9549929590149705,0.9549409737391417
6.0,0.9779340200771203,0.9554196763110435,0.9553222138896047
7.0,0.9781314771786861,0.9559180470751526,0.956141349447279
8.0,0.9784744731403121,0.9568380445854601,0.9570027295138965
9.0,0.9790205952586672,0.9571273581880937,0.9572771959121171
10.0,0.979296381552062,0.9577509475409094,0.9582625577036881
11.0,0.9798714447667342,0.9583298627726227,0.9583055941817088
12.0,0.9803993000172783,0.9587621601157508,0.9587852029112958
13.0,0.980288232858773,0.9589943930587022,0.9587903490657976
14.0,0.9798212747705075,0.9596025883916723,0.9595949138292419
15.0,0.9801497017391458,0.9594938587070526,0.9595579446996219
16.0,0.9804782212241963,0.9597540934862533,0.960235632440776
17.0,0.980378015274638,0.9595409146037464,0.9599821726907063
18.0,0.9805000887128188,0.9604053727403887,0.9610810205824543
19.0,0.9807608933269731,0.9617122394270379,0.9611264419866398
20.0,0.981295851113136,0.9615833951273409,0.9615988951620494
21.0,0.9816080916563806,0.9608751278251932,0.9617757506813503
22.0,0.9809515561686099,0.961271304706621,0.9623509088670239
23.0,0.9815306230964571,0.9619368347133794,0.9621855693021548
24.0,0.9813251053368608,0.9612945058095299,0.962484987208609
25.0,0.9819304982141731,0.9628632728597853,0.9626146605137674
26.0,0.9817916802759901,0.9622247696865303,0.9623272082987557
27.0,0.9818199884963967,0.962564742358097,0.9622068439305003
28.0,0.9826423775619891,0.9629603631242116,0.9625508491717202
29.0,0.9824002382840326,0.9639053531541423,0.9635007121611716
30.0,0.9816220812418356,0.9641057172151496,0.9626048035936032
31.0,0.9827912139024519,0.963564672079538,0.9629458962026193
32.0,0.9824511508523746,0.964913277204372,0.9642451707229227
33.0,0.9826919796162904,0.9639674825584483,0.9641623173400521
34.0,0.9826222867138944,0.964809801293887,0.9648990501988359
35.0,0.9825678952144585,0.9641535469767833,0.965788812761555
36.0,0.9818683912839167,0.9643838946684048,0.9642996874509181
37.0,0.9825371002833456,0.9639877795445332,0.9641059315362451
38.0,0.9833860288937877,0.9653623783548144,0.9657819843501104
39.0,0.9834499867388797,0.9649960765983168,0.9653329451059299
40.0,0.9833930914851341,0.9656648297978404,0.9658191780436642
41.0,0.9831457541901374,0.9653397882424758,0.9662788567166058
42.0,0.9836409456296553,0.9654210068945649,0.9666929999532743
43.0,0.9829125420053684,0.9655429917939292,0.9658031063983121
44.0,0.9834092732276722,0.9653536860261448,0.9675146624954558
45.0,0.9832959394549667,0.9653262852222829,0.9667121850480624
46.0,0.9835829797244577,0.9647947910212873,0.9668848425787133
47.0,0.9833274731615863,0.9659617231811408,0.9670568899605212
48.0,0.9836816028437586,0.9665899792921719,0.9666802263199521
49.0,0.9841462289147511,0.9666593079253694,0.9670901130592366
