key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,precision_at_one,recall_at_one,mrr_at_one
2,0.021588235294117648,0.07967000250327047,0.04421605747782775,0.8446118251743305,6772,0.8011503918134143,14.150416095393647,0.004882352941176471,0.0976470588235294,0.038194472249847566
4,0.02261185006045949,0.0787463409618961,0.03882937269720534,0.8709966594873086,7308,0.8223735860955892,14.047241467957194,0.004655380894800484,0.09310761789600967,0.031396823129768596
5,0.007723577235772358,0.02996255690110008,0.01284716824341021,0.9563058847220599,7969,0.9328425186100933,13.83684777740596,0.0012195121951219512,0.024390243902439025,0.007852009690197908
6,0.006744186046511629,0.020046605234169627,0.005601918872611363,0.961646060736858,7344,0.9418052152798567,13.707723864225231,0.0008139534883720931,0.01627906976744186,0.0031518084535732483
8,0.003035714285714286,0.012693023603085902,0.004012413029613192,0.9834335883906689,7500,0.97716486635817,13.783213753104627,0.0008333333333333333,0.016666666666666666,0.0032955188570031376
