yoochoose_clicks
metric,BasicRNNCell,LSTMCell,LSTMCellDiversity,GRUCell
precision,0.021278366826457597,0.048715257279146114,0.047598413110728016,0.03030993931093111
recall,0.11600227720314454,0.24808732474253958,0.2409283034178687,0.16865957586256047
mrr,0.0459206122703073,0.1036249543723091,0.10010478748847532,0.12015149005494359
diversity,0.9877913684756073,0.9598515543690186,0.9618507313417761,0.9005569852662159
aggregate_diversity,17825.0,14583.0,16700.0,11551.0
unexpectedness,0.9833659868818982,0.9634644975943523,0.9645801362898753,0.969526286833065
novelty,10.386598299312858,10.33597251696291,10.242509669197991,19.19474882766979

