key,BasicRNNCell,LSTMCell,GRUCell
1.0,0.0027336272237790424,0.00046169990082012833,0.0016052649685208507
2.0,0.0037013368468497856,0.002149141048129241,0.0030359730446147945
3.0,0.004465341696874999,0.0036061026322943626,0.004885010843682763
4.0,0.0051957956461329505,0.0025175995956329593,0.003501487827380503
5.0,0.006735112624907809,0.005305684011653564,0.005954038443974208
6.0,0.0069822640055896695,0.007206462832543562,0.005406192155030297
7.0,0.007009445519019988,0.005387094347732646,0.0037524177949709867
8.0,0.0054260305721665495,0.006072675206684986,0.007747550476252183
9.0,0.003169642857142857,0.0017330586080586078,0.0008024267399267399
10.0,0.007993659420289855,0.01740597370339987,0.00964104229331875
11.0,0.003604408288902325,0.0025521811353459486,0.003315148683559611
12.0,0.0063588520369529,0.006453586538678422,0.0054653590727618976
13.0,0.013167388167388168,0.016879794182425762,0.006615971747550695
14.0,0.0031792854801704364,0.008807925718275855,0.005026098764074909
15.0,0.010094519859225744,0.013314982403217698,0.007998743086978382
16.0,0.003712121212121212,0.007020202020202021,0.005037878787878788
17.0,0.007575757575757576,0.010317460317460317,0.006493506493506493
18.0,0.005303030303030303,0.005303030303030303,0.005997474747474748
19.0,0.013383838383838387,0.01576479076479077,0.01020923520923521
20.0,0.0015182186234817812,0.002479757085020243,0.0008771929824561404
21.0,0.0,0.007276688453159042,0.0011111111111111113
22.0,0.0,0.01547008547008547,0.02025641025641026
23.0,0.007352941176470589,0.0024509803921568627,0.000980392156862745
24.0,0.0,0.0,0.0
25.0,0.015151515151515152,0.03181818181818182,0.010227272727272729
26.0,0.0006666666666666666,0.007333333333333334,0.009000000000000001
27.0,0.012318840579710147,0.007971014492753623,0.0036231884057971015
28.0,0.007936507936507936,0.007142857142857144,0.003968253968253968
29.0,0.0,0.0,0.007142857142857144
30.0,0.017647058823529408,0.020588235294117647,0.016666666666666666
31.0,0.016666666666666666,0.012222222222222225,0.007777777777777778
32.0,0.008974358974358974,0.018910256410256412,0.009294871794871795
33.0,0.0,0.0,0.0
34.0,0.009259259259259259,0.009259259259259259,0.007407407407407408
35.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0
