key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,precision_at_one,recall_at_one,mrr_at_one
2,0.08385840707964602,0.0735247206128209,0.028888389428516507,0.5231791404825316,2101,0.5239674457132828,5.507023338095407,0.004230088495575221,0.08460176991150442,0.030253808543877842
12,0.06695571955719556,0.060093838789795344,0.022744776063519833,0.5987617927746292,1959,0.6432360873474582,5.298959334917148,0.00440959409594096,0.08819188191881919,0.027441947402591326
15,0.03676204273813836,0.031120173861964587,0.015411006399084187,0.717592473948626,1459,0.8170832456170803,4.786621476046951,0.002408547627671134,0.04817095255342267,0.018239204989327212
20,0.030245133381398705,0.02538134843398998,0.012111480716448299,0.8241926502756901,1451,0.8770552391198431,4.893471293489466,0.0017483777937995677,0.034967555875991346,0.010946447979758387
