key,BasicRNNCell,LSTMCell,GRUCell
1.0,0.9783894221369169,0.9815298039025475,0.9770750727643565
2.0,0.9705236902092385,0.9736299332372231,0.9699276227329516
3.0,0.9649405706475408,0.9697811947321126,0.9673186606139371
4.0,0.9525065389828744,0.9581743526214527,0.9587681381034215
5.0,0.9656044872608578,0.9655107468717973,0.9704836537241861
6.0,0.9681428550505045,0.9607796305218802,0.9737662970407464
7.0,0.9773449563254878,0.9573689851195035,0.9724572330603397
8.0,0.9736039207314409,0.9548887577040148,0.9751467846248181
9.0,0.9631852159250924,0.9525111707193858,0.9666944847349412
10.0,0.971310055114696,0.955465807323,0.9751080600206287
11.0,0.9695629249046013,0.9683285745330457,0.9751105867353651
12.0,0.9777475738131285,0.978247055864226,0.9823961003925519
13.0,0.9822551846623314,0.9846047904976715,0.9834533797286908
14.0,0.976656977210868,0.9788330840478733,0.9811998527643038
15.0,0.9751165571478834,0.9785716065315708,0.9825079514644647
16.0,0.9762064126576265,0.977228865965905,0.9809481256752018
17.0,0.975584188296124,0.9765147357597731,0.9803816066292458
18.0,0.9762257208632623,0.9775662618117371,0.9812561547656734
19.0,0.9747896687899168,0.9764751787968601,0.9851272494327148
20.0,0.9733431240789318,0.9769626295317947,0.9842371517769086
21.0,0.9743326718324526,0.9755261719636333,0.9851335312438705
22.0,0.9739027420187153,0.9769743990469201,0.9847960755399586
23.0,0.9769579227895516,0.9785845838534843,0.9861672670487063
24.0,0.9795497326978356,0.9822684893297101,0.9881474926534626
25.0,0.9802527959914699,0.9832638163258327,0.9894883375269247
26.0,0.9830115875468701,0.9831307379634384,0.9885304703698478
27.0,0.9856254956142093,0.9860809497177628,0.9896865484435899
28.0,0.9864712119484674,0.9885906550576088,0.991230051555163
29.0,0.9911709099728312,0.9902780705491923,0.9928668287075544
30.0,0.9937050741954264,0.994717357740558,0.9949100329249202
31.0,0.9960614277581582,0.9958520454863548,0.9941522015451346
32.0,0.9951381906494275,0.9953161477648594,0.9968465329416474
33.0,0.9966291985019362,0.9965941630147416,0.9929208894818519
34.0,0.9979576231534241,0.9980882579703477,0.9986081553897183
35.0,0.998720095776955,0.998660465007957,0.9983660132251703
36.0,0.9984084700441865,0.998173319589476,0.9988703114616605
37.0,0.9986466903395338,0.9991236328367155,0.995765184276349
38.0,0.999623046875,0.9998797743055555,0.9996000434027777
