key,BasicRNNCell,LSTMCell,GRUCell
1.0,0.020755525871881727,0.00381158109277774,0.013349146145942483
2.0,0.02464364717808745,0.017070880705372878,0.017087991119444475
3.0,0.0236166401143953,0.023782597469336517,0.0360390161728836
4.0,0.023380194601675224,0.017524860287114554,0.01522137063374622
5.0,0.042294901369513846,0.03365276675874157,0.039159766628570944
6.0,0.030999085515096628,0.023925182044854536,0.031391334195649226
7.0,0.03901489858847759,0.02165908852450269,0.014627605589760853
8.0,0.057948566460183315,0.03221580125971207,0.03887112255162993
9.0,0.020277813223092005,0.009435225703922901,0.004171930768175698
10.0,0.03872137298427699,0.08633960844697862,0.04702469758814236
11.0,0.023662545488067604,0.014345964309148723,0.012932193563312737
12.0,0.06242677581381283,0.03160145582857039,0.034172173931713234
13.0,0.06868411626137554,0.09461677943988399,0.04432046930169558
14.0,0.032254251145150424,0.02336613271418975,0.03291889338674607
15.0,0.06657868405771554,0.0529801459771562,0.024656458448912327
16.0,0.01609719984131686,0.021412071370769597,0.015116661543692034
17.0,0.04001732584181453,0.0742099064905641,0.04355972209405245
18.0,0.018900578738257602,0.06480418321404324,0.051530229208782384
19.0,0.07545569750781495,0.14569277607218675,0.053934112495215326
20.0,0.01245634816079824,0.006611083749506538,0.020160298868635438
21.0,0.003186734781524279,0.03888118872745074,0.00519016226873216
22.0,0.0028304772579931955,0.03278397930313696,0.22055741589682457
23.0,0.03922839765015749,0.008057695724112385,0.003174452108729815
24.0,3.619809439584334e-05,3.619809439584334e-05,3.619809439584334e-05
25.0,0.038359922645200946,0.12354572237604422,0.026082031734242506
26.0,0.012336828791728106,0.031094841185111063,0.02342897547240577
27.0,0.030571623507243493,0.03353701548965945,0.01201892054969278
28.0,0.04394584189695166,0.01689242793877578,0.015331739778941282
29.0,0.0027451705875600526,0.007744249994372555,0.01561929720183635
30.0,0.24554635365424685,0.07203682571330441,0.13423208283690247
31.0,0.043365871714855724,0.029399471639710868,0.021622326545640665
32.0,0.043386529326207283,0.036014132922917184,0.02641422813625653
33.0,0.002234934357382317,0.0058820245774900285,0.0006197390333397773
34.0,0.032860914750201996,0.02901383590312315,0.022055362277982857
35.0,0.01348757306972089,0.005080223257938675,0.00025754941243734717
36.0,0.007761895203688864,0.004221041362591604,0.017008946755071298
37.0,3.592577777931756e-05,3.592577777931756e-05,3.592577777931756e-05
38.0,3.592857399489814e-05,3.592857399489814e-05,3.592857399489814e-05
