key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty
1,0.0871904045143199,0.2730927646823643,0.15183722864623075,0.9550933803358909,0.00372733104923255,0.9430866960602678,4594.042442884568
2,0.0834287116281135,0.3146610311297239,0.15831718677510662,0.9531451468470278,0.003912804668756841,0.9370618169777784,4282.7138193967
3,0.07446460939221103,0.35283413481552467,0.16814129177337064,0.9527358354604939,0.003946619458846253,0.9351908079295488,4231.2852260632
4,0.060464976249974656,0.3883111835651694,0.17346128192179755,0.9527859814541128,0.003956377020673979,0.9351353864563989,4248.535509722582
5,0.061230366198150844,0.37581124277125294,0.16753858619875844,0.9523528351302181,0.005238742964294599,0.9384478486238981,4209.764199791213
6,0.06041185161497622,0.3462817825143002,0.15130402946543664,0.952196701544684,0.006697194157234916,0.94208754777686,4178.685190084135
7,0.061021923821787324,0.3320386754373103,0.14593509205907104,0.9524754587695113,0.008330430699539527,0.9449502676729911,4205.694100194652
8,0.05984515460134412,0.31263619800187353,0.1366953827683349,0.9521524749715707,0.009973841870985262,0.9482936706870406,4247.058727898357
9,0.05960234869169427,0.3061427829963923,0.13067367587844156,0.9530196909710897,0.01189222321226319,0.9508297809202964,4258.3298269781835
10,0.057761383291783895,0.290918624873343,0.12694387174458308,0.9535822215805487,0.013683869738016125,0.9530545187292049,4330.2218495089455
11,0.05702737775846284,0.285695488557404,0.12044480182429636,0.9537205786087706,0.015874943143924607,0.9554853153514342,4333.393137439938
12,0.05476207616935197,0.2776624639570163,0.11925220539929068,0.9538339873179543,0.017561931853161756,0.9574093526597928,4315.454978453317
13,0.05395444434629373,0.28435029500039233,0.12369844293737371,0.9542696675147132,0.019907829985364448,0.9590073142874672,4350.489468352346
14,0.05134148943536994,0.2785377766551135,0.1128006837626951,0.9548241748599897,0.022571505674146376,0.960727493029724,4276.346963266759
15,0.0464390276122326,0.27075291252292305,0.1126107168804141,0.9553150685795213,0.024639854212741508,0.9622998691909184,4261.611249764445
16,0.04231303853608296,0.28235617798475243,0.11581688352376052,0.955896898388055,0.02686186914397911,0.9644236642835324,4353.2071178670985
17,0.03650256211852938,0.2925157545933422,0.11885399231413349,0.9563372009476844,0.029122201805593606,0.9665517506106742,4309.163585418884
18,0.028159269379874684,0.3033150421765497,0.1296931477377153,0.9571691159195851,0.030955298068574798,0.9685273481986337,4366.069272783161
19,0.01798890801904484,0.3597781603808968,0.14616501672296878,0.9572822927291667,0.03353791667515462,0.9695259486670323,4338.851694406334
