"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.06154068256626437,0.1967418155970212,0.0891754793191034,0.9595197443034013,0.0011680034526461676,0.9568678233613525,5697.907559046023
2,0.08278281457527287,0.3168054164613564,0.14885617880429947,0.948838808067715,0.0016743510332104443,0.9328912778706683,5406.299439856788
3,0.07807356932494082,0.3720651579597141,0.16967782767741185,0.9464362129589416,0.001839081158460047,0.9257360831273648,5232.641534330427
4,0.063668649304152,0.40962394270343105,0.17711726599963573,0.945931631205367,0.0019026025536208716,0.923635910402575,5169.963096956748
5,0.06426568383943596,0.39840187587964204,0.17068051852055766,0.9453512102993626,0.002574017770168551,0.925830801045757,5087.874128675587
6,0.06433159818363053,0.3676334648479958,0.15709615234142352,0.9459894872772544,0.0034397934142033565,0.9294451681328636,5088.708184738067
7,0.06437889549210031,0.3506234243442534,0.14775230264540748,0.9461966303890368,0.004288951106567695,0.9331484521599335,5027.768270763879
8,0.06269346923367308,0.3193199045407426,0.13673606146741604,0.9478446128755973,0.005415151695773977,0.9378522992888987,4990.768233295584
9,0.06275183692818204,0.311577470092521,0.13103743874074678,0.9479636662106918,0.006515637279974052,0.9407044980739043,4948.931287034843
10,0.06079545454545455,0.2893335830835831,0.12528219184435052,0.9481377022755321,0.007588026009078641,0.9435947892185171,4905.911538461538
11,0.0591793420587195,0.27964525746626917,0.11797506750976258,0.9495155424332282,0.008854467261184443,0.9455946212999842,4895.165139724089
12,0.05671069450362164,0.27635228356361713,0.11144809340141702,0.9491981559523726,0.010118179983405468,0.9479184155489012,4967.112675756285
13,0.053515427415275665,0.2771129898595756,0.11602832201325075,0.9499166553789831,0.01135425817959162,0.9507619690835245,4889.587000505817
14,0.05018050541516246,0.2702366626554352,0.10604928780914613,0.9516202585899018,0.012233200329343214,0.9543195538304404,4811.400722021661
15,0.04545138888888889,0.26230324074074074,0.09670282018284856,0.9528532682520874,0.013863304093567251,0.9564625021253981,4922.5735069444445
16,0.03912350597609562,0.25969455511288175,0.09611109875267129,0.953523282484207,0.015198154749423359,0.9591838160013039,4821.883625498008
17,0.033518518518518524,0.2649691358024691,0.09799559578411858,0.9545690168762966,0.01682748538011696,0.9607059996496783,4858.209120370371
18,0.0274468085106383,0.2973404255319149,0.1049762726594645,0.9550126640349167,0.018118701007838744,0.962941138004121,4849.282127659573
19,0.017210144927536232,0.3442028985507246,0.11951863514852379,0.9557402245442822,0.019736842105263157,0.9652560735301409,4799.532971014492
