"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.08245179550681055,0.2667234421725277,0.15270844297809477,0.9592581647703053,0.0025245095757259767,0.9479350387433156,6029.22453564479
2,0.08066071112683532,0.31673465086339303,0.16187622728275114,0.9572048134019434,0.002624596162261305,0.9407438345505792,5661.407743675924
3,0.07148416769856714,0.35754379722535623,0.17316667902030294,0.9565738246990877,0.0026069064399899446,0.9388139186265616,5576.708760834955
4,0.05836723863435345,0.40279474270054494,0.18103983537710022,0.9562402881808302,0.002638096213468396,0.9384142541441806,5518.965244118168
5,0.05924705285841045,0.38442611528553977,0.17604405084540345,0.9557795702069108,0.0036659972913650586,0.9421236705813338,5512.852211940676
6,0.060392813105513476,0.36411784641483425,0.15753876653927196,0.9554910716438239,0.004849670415248974,0.9453094440916532,5435.254676765898
7,0.061201797965460145,0.3431762701457521,0.15191992966015896,0.9552747299074413,0.006226887303425349,0.9484894777592799,5478.5099834397915
8,0.05965632603406326,0.3303906505092636,0.14136987516666005,0.9547209730597549,0.00758739915482136,0.9518099265726483,5573.939370437955
9,0.058086515978176156,0.3080435661593105,0.13186005945154086,0.9552801981246589,0.009273085285309924,0.9544839592743296,5456.901948558067
10,0.05657322377960368,0.29813229303321137,0.12702842625615657,0.9559407324331296,0.010956220905090179,0.9564973525572702,5565.499975833735
11,0.057168458781362015,0.2918693463048302,0.12405059520748081,0.9564512581853954,0.01289064956297554,0.9583983102003275,5676.695818399045
12,0.0533404406538735,0.2787702643246353,0.12412922710957335,0.9561721447285646,0.014611154752553025,0.9605927302350012,5725.1092395167025
13,0.05147554806070827,0.28203244198185173,0.11958559378398685,0.9569527920165293,0.016645957220200586,0.9625553187071886,5625.705438448567
14,0.04925,0.27323333333333333,0.10827685916155712,0.9577609062544793,0.01798421052631579,0.9652375450128252,5670.36545
15,0.04526066350710901,0.27229462875197474,0.10502061145289882,0.9582324902450269,0.02012347218757795,0.9654421875184616,5482.720260663507
16,0.040782122905027925,0.2786312849162011,0.1026527065057396,0.9577393645212555,0.022596295207291974,0.9672756708464237,5869.07220670391
17,0.03495145631067961,0.2804746494066882,0.10885965665940846,0.9576823447274145,0.02472321580650656,0.9694212942980427,5601.636326860841
18,0.02719626168224299,0.29345794392523367,0.11457210577410286,0.9584435400485165,0.026433841613379243,0.9714024967034074,5736.614766355141
19,0.017811158798283263,0.3562231759656652,0.13949374777821497,0.9597251446979526,0.02920713801671561,0.9711528900418723,5609.696137339056
