key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty
1,0.062373941869094084,0.2004616121060506,0.10903343244326366,0.9721775042555001,0.003952197220279152,0.9599198289700531,3439.0675199254047
2,0.07942874962752879,0.3015868253785313,0.15149399194752963,0.9584368802680805,0.004457961811760986,0.9396145507572322,3669.746530105179
3,0.07541856313886547,0.357946410432858,0.16847877736890043,0.9545913814278263,0.00455012591210573,0.9329436864022652,3789.8230329201447
4,0.06237423317874739,0.3980729349446001,0.1771654214289209,0.9532341314042826,0.004555802513213077,0.9308953681819878,3849.1076867963247
5,0.06366401031646604,0.38752184000175954,0.17103987009454863,0.9520601912775322,0.005894065723282273,0.9334569716886056,3906.8418488507223
6,0.06428856209631452,0.3644491972160349,0.15303213938043647,0.9515186706873907,0.007485788817238878,0.9363078358648582,3936.5403517889704
7,0.06405261389378089,0.34842538516415844,0.14857572651656586,0.951223414788628,0.009235629575229692,0.9392352980001855,3986.5019523554693
8,0.06295375737283866,0.32684711267257727,0.13824843202848053,0.9510063895703695,0.011116302949011668,0.9426084152865724,3971.6219147173447
9,0.0627956053268056,0.3161859848346711,0.1354956271382511,0.951679967932084,0.013042047828850812,0.9450080167139792,3990.589043911909
10,0.06109645643199748,0.3025708966438473,0.12739249337838798,0.9518037140322573,0.014984484629480418,0.9475598870048059,4042.2330378467095
11,0.060248967688808795,0.2953455577785884,0.12336969400535944,0.9523432469656001,0.017248668980555847,0.9499003590919515,4016.5815975852724
12,0.05936470332842416,0.29454503870713616,0.1209284215824629,0.9521384643173668,0.019304326215377712,0.9519063126206211,4010.8456128406892
13,0.05754937290954278,0.29881913513372144,0.12171249068596404,0.9525462418665827,0.021425461018621153,0.9533795333783207,4069.5056404331635
14,0.05383468257682021,0.2889308699668699,0.11623395200101383,0.9528204064003185,0.024170624322414107,0.9557162819893869,3974.073100625347
15,0.05035996855585747,0.2902581101220307,0.1112148605548396,0.9533480703768793,0.026580123787629823,0.957432134640088,4015.6616909863224
16,0.04412718649909898,0.28948480531056003,0.11511381515114887,0.9537367408366073,0.02882427382062262,0.9592286696009354,4001.019456158575
17,0.037908536211894515,0.3042305872814039,0.12142071919458071,0.9538707600009395,0.031102144428701878,0.9608738621752899,3963.5645582142342
18,0.02938388048068623,0.3166078031119811,0.12146375766617354,0.9559312869167588,0.032694137820749494,0.9630575449804489,4027.498592716393
19,0.018773379144568336,0.3754675828913667,0.13684953963129462,0.9561960870206135,0.035158327431509574,0.9646967254172336,4052.671560449488
