"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.059138505473584006,0.19373306654921407,0.11438929279996427,0.9733128326835429,0.0051028332373055435,0.9615482424117519,2215.263755354593
2,0.07078375376804696,0.2797018631064743,0.14616491906647278,0.9636955315079953,0.005415132309593593,0.9464030011792018,2600.531104236078
3,0.06599238457877202,0.33052752062327334,0.1640862363470996,0.961156276847519,0.005427657673455414,0.940743076942718,2747.628787878788
4,0.05378391242265588,0.3676369992409973,0.1710572629115478,0.9604418597571932,0.005421812503653231,0.9391242024042332,2787.1926701570683
5,0.05558065973791233,0.35622720528956403,0.16202976291731105,0.9598205690139239,0.007275192046995029,0.9424931688102244,2842.484161771351
6,0.055710699717602764,0.331836447901713,0.14374107312689224,0.9595630415575207,0.009396726834343467,0.9451274261524265,2887.1168026357077
7,0.05509240246406571,0.31645969932417567,0.14460431134890192,0.9595044909982309,0.011466551388738788,0.9478380357269496,3004.1809650924024
8,0.05390165686798503,0.29634851608395163,0.13180891235413458,0.9598831700515053,0.01395819854285634,0.9520095325634508,3042.9913682522715
9,0.05450762829403607,0.2823732920646929,0.12552398143969212,0.9601533128765215,0.01684429520402949,0.9537443029532771,3078.047052704577
10,0.0533161068044789,0.2716777408637874,0.11188160023440516,0.9601304525988337,0.01944784441724466,0.956639306080362,3201.182902670112
11,0.05154798761609907,0.2687077170049306,0.11188516796807142,0.9606473871950769,0.022095486394003584,0.9594023233859639,3190.369453044376
12,0.05079656862745099,0.25867909663865546,0.10579138008534524,0.9603082112529383,0.02426470588235294,0.9615105997422094,3181.5760416666662
13,0.04882697947214076,0.27009146767211284,0.11409072835124412,0.960279158333282,0.027295878993671863,0.9626148048341434,3100.1937683284464
14,0.04707446808510639,0.25357565011820327,0.10195601924017521,0.9608908404560627,0.030571108622620382,0.9647015910627278,3011.1834219858156
15,0.04236401673640167,0.24079497907949793,0.09712444093955495,0.9616089335827054,0.033076414886588856,0.9671730815716049,3159.4279288702924
16,0.03806682577565633,0.2545743834526651,0.09974733066003111,0.9613808456296038,0.03576183896495415,0.9671620576426236,3024.26861575179
17,0.03559556786703601,0.2903970452446907,0.11833753508793937,0.961275302197558,0.03994751421490013,0.969459896079162,2904.4472299168974
18,0.02406832298136646,0.265527950310559,0.09996825410516726,0.9638555672633977,0.04192546583850932,0.9728425893804172,2972.3770186335405
19,0.015194346289752653,0.303886925795053,0.09982906404446545,0.9648633962621416,0.04426259996280454,0.9742200285492664,2969.754770318021
