"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.08241199363169999,0.26631384891243015,0.15166484941587302,0.9604854308041446,0.002711648216596684,0.9482703586689855,6485.033053246063
2,0.08323456571731824,0.3264030771918307,0.1660827344928034,0.9565113470932913,0.0029607008854171516,0.93931508267325,5622.348341588538
3,0.0743720148593667,0.36985056551294154,0.17599877874966105,0.955132152519967,0.0031017531445808933,0.9362272219442874,5359.155271537237
4,0.0612197063506103,0.419063538496804,0.18647578025052924,0.9545664828981867,0.0031264256519593697,0.9357351614187346,5196.719025296303
5,0.061966028647483844,0.4023071515180781,0.1792310417376711,0.9543735095768507,0.004294453969884783,0.9392959299500807,5097.648174673595
6,0.062330456226880396,0.3749981850298919,0.1628800519337368,0.9533191665404739,0.005643269703234659,0.9424045060810585,5122.710630614762
7,0.06465578424414478,0.3591382252844283,0.15947697306675707,0.9532722831699899,0.007239176721078779,0.9458431644026506,5090.5024012301865
8,0.06306265206812652,0.34142802064791117,0.14711021798276477,0.9529915957619195,0.008799142015622999,0.9486556577156352,5096.2200577858885
9,0.06097038191738113,0.32161081643739475,0.13485993675702132,0.9534956541863063,0.01076424498502687,0.9519869923963509,5065.316757599377
10,0.05976317061382311,0.3079127252641027,0.13381651334367956,0.953938506830571,0.01254101905319122,0.9538193299651432,5070.268922184629
11,0.06093189964157706,0.30789834253095905,0.12934460319273194,0.9539462410061172,0.014739357353958373,0.9562418458701083,5045.883124253285
12,0.05671641791044777,0.2993205740007446,0.12734296051673444,0.9546029236842508,0.016466539483035947,0.9584181336277722,5105.497512437811
13,0.0546795952782462,0.29401349072512645,0.1210383130148483,0.9552374419516474,0.018966894470577794,0.9602979654685976,5051.971121416526
14,0.05135000000000001,0.2835833333333333,0.11951545563198078,0.9556251370551309,0.02066842105263158,0.9629647670736592,4941.433150000001
15,0.047748815165876785,0.2817140600315956,0.11087287973125376,0.9556781359988623,0.02306684958842604,0.9631322123555593,5096.0506516587675
16,0.04315642458100558,0.2893389199255121,0.11207589863670686,0.9555002463727506,0.02443399000294031,0.9651416607128848,5214.601955307263
17,0.03867313915857605,0.30906148867313915,0.11678677559352461,0.9548498554390068,0.02729517969681485,0.9674307989955245,5152.481715210356
18,0.02766355140186916,0.29906542056074764,0.1101839467616084,0.9558208702788067,0.029788489916379734,0.9676276963112767,5211.794953271028
19,0.018776824034334765,0.37553648068669526,0.1357025998739423,0.9580725434520405,0.032290490173932686,0.9692658416261921,5041.408690987125
