"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.07405439741294682,0.23858407707561335,0.1253756121307821,0.9686622943913572,0.0016512523440610535,0.9498047354040995,3784.227184269793
2,0.09125425882081194,0.3477941348877848,0.17135055452262998,0.9513058269871421,0.0019299562644556764,0.9274059555061224,4420.88317549229
3,0.08366345209909339,0.3975559066085971,0.18468869777077093,0.9472418009186323,0.0019819283150418056,0.9213218777757157,4673.690261015187
4,0.06781486400646763,0.4329167389462186,0.1916193012427348,0.9457628558143015,0.0019998601921446223,0.9193631483770811,4817.073064041117
5,0.06862831503885906,0.42277268196465373,0.18568022450538846,0.9448290984223451,0.002639801972682688,0.9218518202462287,4894.661485457896
6,0.06918817144755787,0.3951345952259675,0.1703294294556645,0.9444493449497885,0.003496336366444964,0.9256803340755112,4932.608644368146
7,0.06949557906943035,0.37878761452105414,0.1634224622692969,0.9442448949603786,0.004380497554946941,0.9294631449509821,4964.659081026236
8,0.06885617214043036,0.34752044388227854,0.146487575281138,0.9449042347409287,0.0055125072023206375,0.9337423785590641,4876.550528501321
9,0.06863000711068974,0.33699108889319834,0.14749194240991853,0.9459163893171161,0.006610446476466112,0.9372619285296125,4866.084486845225
10,0.06743881118881119,0.32393069893069887,0.1400088100692794,0.9461131224106958,0.007798122929701877,0.9400873461422475,4825.0293706293705
11,0.06687301025822427,0.3206266388173003,0.13016924417405645,0.9463290533009873,0.008798614860462085,0.9418851205279065,4802.389441103644
12,0.06410311035364295,0.3120726560756386,0.1318807828673971,0.9467840073143643,0.0103379454174422,0.9450023769685225,4796.373306348531
13,0.06102680829539707,0.3121709179372305,0.13557140692110942,0.9472453816064518,0.011519314218779117,0.9464745785388798,4789.01684370258
14,0.0582129963898917,0.3069995988768552,0.12248490835617137,0.9479681942316553,0.012936221419975932,0.9496914618347142,4640.896089049338
15,0.05371527777777777,0.30490740740740746,0.11666084626698699,0.9488529491918247,0.014367690058479533,0.9517711163928004,4734.049375
16,0.045896414342629484,0.29727755644090303,0.12199306015111501,0.9505951405035724,0.01556720486475152,0.9542359893123435,4638.841752988047
17,0.04069444444444445,0.31774691358024687,0.13105293143901584,0.9495580492037557,0.017480506822612086,0.955966698577372,4578.588472222222
18,0.033297872340425534,0.35904255319148937,0.14168356757046485,0.9502232284654046,0.018768197088465846,0.9577256606178843,4608.131914893617
19,0.02270531400966183,0.45410628019323673,0.15203987936361005,0.9506810122398746,0.02004830917874396,0.9584486209902046,4413.707065217392
