"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.14322053473465385,0.4509635323548945,0.23317067540324007,0.9434330266450415,0.003886658379505384,0.9125180910853417,3418.80482185136
2,0.12192354333891552,0.4587542643427459,0.22163085353068063,0.9419993473532423,0.003897599863839306,0.9094106217104385,3408.2325980250625
3,0.10459663914072878,0.491211288799896,0.22716018243398112,0.9411488592887379,0.003935591128887646,0.9067581858584773,3429.6208234682686
4,0.08427268002540857,0.5313200555195415,0.23472583200562985,0.9405764464190729,0.003904286326487814,0.9058974558341782,3456.750967257608
5,0.08527762198541784,0.5149588871365972,0.22546334431044826,0.9398889722101339,0.00506580528719443,0.9093764820061367,3373.4183238522555
6,0.08631077638719682,0.48316535392346666,0.20603289541290545,0.939528112645256,0.006498359088550927,0.9142336128717589,3296.3378391848487
7,0.08763588925931297,0.4700000065161683,0.19760735558995218,0.9396319531470246,0.007908087365827236,0.9182947363265229,3243.799376721264
8,0.0876085315213288,0.44179243903196336,0.18475737586426502,0.9396921037618658,0.009741511195883254,0.9229974762487436,3121.268582483956
9,0.08763925100734771,0.4276299376797125,0.17819172394840915,0.9395688535758062,0.011274809445989945,0.9264305376090537,3031.5662123726006
10,0.08897144522144523,0.4220566470566471,0.17646388441017163,0.9403167915372957,0.013108821003557846,0.9298332255655235,2908.609018065268
11,0.08754863813229573,0.4218225894295934,0.17120680011617814,0.940055220581293,0.01516765028950161,0.9317820146566603,2900.253696498054
12,0.08195568811248403,0.3999543490169821,0.16684965272468524,0.9405291630434511,0.01688605834996524,0.9349389128008553,2857.06088623775
13,0.07966616084977238,0.40276151937760435,0.17258043661265207,0.9410404010401613,0.018752495807044165,0.9373180609036716,2861.642564491654
14,0.0762936221419976,0.39824508624147614,0.15584965330244926,0.94014187308942,0.020482614478434354,0.9397847809988524,2791.728610108303
15,0.07437500000000001,0.41793981481481485,0.15576258364827902,0.9403485841082568,0.02232456140350877,0.9416848477168575,2753.771666666667
16,0.0655378486055777,0.42250996015936254,0.16450306873277548,0.9413746321287337,0.024168588802684,0.9447842829716333,2662.297609561753
17,0.05893518518518518,0.4603395061728395,0.18559484270469434,0.9414501756570642,0.026267056530214425,0.9458925101630958,2617.9071296296297
18,0.04547872340425532,0.4909574468085106,0.20515260928828064,0.9408580589070197,0.027782754759238523,0.9481109732785866,2613.0343085106383
19,0.030193236714975844,0.6038647342995169,0.22237660915412566,0.9400214260981666,0.030288583778286294,0.9486833280777339,2526.975120772947
