key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty
1,0.03718018145337175,0.11902324467845767,0.05529348277007797,0.9729023313244902,0.0028691416349025988,0.9755529412092467,4904.249859472056
2,0.06471693399218797,0.24872277691091696,0.12291157413708728,0.9613176751171546,0.0038987321365142893,0.9502501212382224,4699.420906180383
3,0.06694965120857757,0.32046801901729394,0.15105339380083266,0.9566754511777976,0.00417914964012608,0.9401383213432348,4335.481242445421
4,0.056747822395212866,0.36511391521498726,0.1618258474959287,0.9551832057649523,0.004283760108410994,0.9367593130179832,4188.278873798035
5,0.058444096419338884,0.3558867909581817,0.15556097012802905,0.9542140054456304,0.005649260729872654,0.9385241318233906,4122.4662893835975
6,0.05857053415274447,0.3332600212647439,0.14166206311042293,0.9537415852778752,0.007200694544326978,0.941144483354521,4095.6571701652656
7,0.0581518813504087,0.3166651099103119,0.13169543096008626,0.9534338064096339,0.00887860361082101,0.9440153573331752,4063.876695604072
8,0.05658246119064294,0.29274157841153786,0.12383211735007613,0.9539252840087702,0.010649541458812074,0.9469362385245208,4109.152104441178
9,0.05626270168400462,0.28177754894307544,0.11874256857165714,0.9544327152035761,0.012483721246547253,0.9494745502561864,4133.017339178302
10,0.05495635696058924,0.2719136404600694,0.11263918818782674,0.9546048963712384,0.014498350168028667,0.952048471416278,4144.195245276806
11,0.052788027890900625,0.2581034340425049,0.10497073930003009,0.9554920916295906,0.01654791051700465,0.9542587036319301,4192.772763297289
12,0.0509418816979955,0.25404437386322176,0.09978170113876042,0.9560344517847884,0.01859148400323895,0.9566653290496661,4214.0563948750305
13,0.04927679346398478,0.2528573883692388,0.10037433380185135,0.9563166180376548,0.02040587983327129,0.9581711021315075,4264.03708355273
14,0.046082655081041354,0.24747559721027565,0.09286602098821557,0.9571884749360828,0.022724841215778495,0.9602208756140321,4242.836885992563
15,0.041751142305885766,0.23921687582579093,0.09051004142105534,0.9571576902012223,0.025406078083374535,0.9623140653512486,4207.284170891309
16,0.03584089225778655,0.23842445283325944,0.08871634861939112,0.9585295920229434,0.02744920020144938,0.965220613218982,4308.794714613531
17,0.029632787018657607,0.23775674451561962,0.08634512021477538,0.9592889318609135,0.02907262687929934,0.9669154872024508,4364.161286773594
18,0.02195680942661496,0.2352983877519653,0.0841726973079869,0.9605976236223158,0.03085424291673768,0.9702987651045017,4405.87332008822
19,0.013652482549573667,0.2730496509914733,0.09502300269262098,0.9625297344241991,0.03275641613448272,0.9730326006888882,4521.92343654055
