"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.10302013422818793,0.29301303149904573,0.14856738634112912,0.944200096416627,0.005019206993995055,0.9316335546396408,3531.038873741611
2,0.1002621644295302,0.3335555101084488,0.15710202386515543,0.9399520064480965,0.005236665489226422,0.9232986452357848,3248.9833892617453
3,0.09107592281879194,0.37341036927757837,0.16926557956171917,0.9396712815024469,0.005317246555987283,0.9209896629090373,3256.001205956376
4,0.07603817114093961,0.4092958006758342,0.17821945051889976,0.9394154415697195,0.00544198163193218,0.9207610713238422,3244.089523909396
5,0.07696705690171524,0.39709874253163113,0.169515390240152,0.9379140848413754,0.006554229297720206,0.9240623601996416,3225.481772393139
6,0.0759125344352617,0.37977851368863763,0.1543702137333831,0.9372570011722049,0.007733434826736262,0.9257257442200343,3220.9093147382923
7,0.07485985338507979,0.3668979934827283,0.15174753205280128,0.9367007048666697,0.009055627425614488,0.928205257262145,3220.8551530832256
8,0.07556330472103004,0.3525161757055534,0.13682501228621863,0.9360642178804955,0.010128190648294556,0.9300052046516328,3254.1790504291844
9,0.0764026402640264,0.3504864057834355,0.13895639313809424,0.9363269445273511,0.011495570609692548,0.9320526325824434,3311.8480858085804
10,0.07411858974358974,0.3313062805250305,0.12870258488999456,0.9359566243134171,0.012596997300944669,0.9346559429448018,3493.808293269231
11,0.07572115384615384,0.34009195665445663,0.12955675434952083,0.9368527694196064,0.01506072874493927,0.9370985159558581,3381.1168749999997
12,0.06918274687854711,0.3264458677909302,0.12709392646820553,0.9367894467899697,0.0156819403787562,0.9391927725299325,3382.5461407491484
13,0.06622516556291391,0.33017029328287606,0.13683239745456027,0.9363758572743488,0.017218543046357615,0.9402269008642468,3742.0108609271524
14,0.06306027820710974,0.33276661514683153,0.1305280186875866,0.9370438970624508,0.019401285284308144,0.9425572853259115,3579.806336939722
15,0.05807622504537205,0.3292800967937084,0.1287750135170006,0.9354931520401737,0.020126086541216927,0.9427951737501751,3511.1452813067153
16,0.053354297693920326,0.3460866526904263,0.14484454015168574,0.939207137058038,0.02325940637757917,0.9457286566069857,3858.9943396226413
17,0.045893719806763295,0.357085346215781,0.1479511374014425,0.9398275592641356,0.02517162471395881,0.948130574703162,3786.5495169082124
18,0.036239782016348775,0.391008174386921,0.14288826787125675,0.940457093880397,0.027520435967302453,0.9506757995304093,3966.221525885558
19,0.024390243902439025,0.4878048780487805,0.1816494690525043,0.9410303944612878,0.027599486521181,0.9527243787098324,4046.2541158536587
