"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.10110296240688342,0.32213918677611275,0.16798153214713915,0.9504543958028534,0.0018554933849609298,0.931691704514834,5640.13038343824
2,0.09585955996997171,0.3640603046795194,0.17691938209905841,0.9453982873912679,0.0019737222017913642,0.9241259091534065,5296.990826933071
3,0.08521972628053358,0.4045598387074716,0.1870783173874262,0.9441307708010699,0.002004419143950423,0.9213437129694386,5181.270084310215
4,0.06830859848703588,0.43779419588451174,0.19400857197065288,0.9441413602236258,0.0020287335535813605,0.9211766003690132,5089.9946959635045
5,0.06873647944876213,0.4266356372397555,0.18871880275129152,0.9438808900521581,0.002719080370584341,0.9242440677244016,5015.310051277942
6,0.06878945619669953,0.39531942073751797,0.17335412677660778,0.9440447723217227,0.003618748943462877,0.9285187694384054,4941.934826669621
7,0.06989418756341499,0.38270646064891606,0.16655039877697644,0.9445389398636346,0.0045391780654709685,0.932280570870455,4917.4621394404985
8,0.068478671196678,0.3518312745096437,0.150849113435527,0.9455003687323335,0.0056823826270091995,0.9373863088765608,4798.626925254813
9,0.06839298411945959,0.3384114739649226,0.1460000357723761,0.9458199745296099,0.006778857549182271,0.940403207277626,4740.454017539701
10,0.0676427738927739,0.32596743534243533,0.1452503701901918,0.9464301770916186,0.008097165991902834,0.9441393249070547,4659.7897581585075
11,0.06704987619384507,0.32469006350329305,0.13617334471115664,0.9467152177299718,0.00940926777502653,0.9457311559752476,4659.94329678104
12,0.06269706007669365,0.3126047436443687,0.13636733587599228,0.9475750221850733,0.010746081223510416,0.9482588919624043,4634.695675330208
13,0.05935761254425898,0.3097237276296457,0.1392705693770971,0.9480151982376223,0.012075712802491813,0.9503152590283582,4570.376353060193
14,0.05977737665463298,0.31593461692739666,0.12555215235525036,0.9482769028802891,0.01382608144911014,0.9525579403871277,4627.042268351383
15,0.05493055555555556,0.31354166666666666,0.12675126942241613,0.9490611750525935,0.014989035087719298,0.9555606793100484,4582.4978125
16,0.04745019920318726,0.31168658698539176,0.13493467253733046,0.951089869001225,0.01687984902495282,0.958136500081382,4393.866653386453
17,0.04365740740740741,0.34120370370370373,0.14339246547889636,0.9518190212360655,0.01844054580896686,0.9593600550410752,4428.128101851852
18,0.03420212765957446,0.3670212765957447,0.15447045494397627,0.9514500856499735,0.019848824188129898,0.9606632567019378,4523.838244680851
19,0.022886473429951693,0.4577294685990338,0.18151828546297377,0.9516558376523825,0.022393846936181034,0.9617941772032068,4289.476570048309
