"key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty"
1,0.01459731543624161,0.044053093524876845,0.020688574636326118,0.9796038966863577,0.004098595902507948,0.9896940008484822,3917.4888527684566
2,0.051164010067114095,0.18107981214321275,0.08892044728976031,0.9615266876844885,0.0050335570469798654,0.9590998190446991,4544.974674916108
3,0.06635906040268458,0.27983382590043415,0.12932280280201167,0.952759661102142,0.0051152419639703284,0.9402567539769435,3824.898238255033
4,0.06204907718120806,0.3400547741780963,0.15005199555058868,0.9478895584477673,0.005040180148357471,0.9326435738815183,3548.6614618288595
5,0.0650694255377076,0.33700117832979254,0.14016768061272658,0.9445703307780609,0.0061014229011133875,0.9316002796190253,3447.7915191941192
6,0.06360192837465564,0.32123705132486124,0.12938142872816,0.9425033451172259,0.00701935624184428,0.9314746678180266,3327.9644800275482
7,0.06528676153514446,0.3174665148468511,0.1277926664153684,0.941000916025572,0.00829077869317537,0.9326912726071361,3355.163346269944
8,0.06368025751072962,0.29877873229536317,0.11931227945112505,0.9401009168490536,0.009433589338152248,0.9336528579477413,3355.785193133047
9,0.06462046204620463,0.28870403707037373,0.11713022469737581,0.9404269667454468,0.010484627410109432,0.935688936684091,3430.9330693069305
10,0.06354166666666668,0.2850500483312983,0.10952192571451427,0.9400373766594449,0.01194331983805668,0.9381379530437169,3390.000240384615
11,0.06307692307692309,0.27745726495726497,0.10175628117413914,0.9405557835048782,0.01319331983805668,0.9395066805974712,3610.303798076923
12,0.061861520998864925,0.29405707799578396,0.10027494136854992,0.9414608715888104,0.014463229583607145,0.9418462250022334,3720.8757094211123
13,0.056821192052980134,0.2684799747713655,0.09739650699492539,0.9410495797085651,0.015364238410596026,0.942118700581826,3792.1798013245034
14,0.05115919629057187,0.2624420401854714,0.09100545735342394,0.9425669400410915,0.017294395184251198,0.944865108561638,3942.8580370942814
15,0.0485480943738657,0.2634906231094979,0.10103701987674338,0.941622984124534,0.019247301556977743,0.9469459476600152,3981.293194192377
16,0.04381551362683438,0.27917540181691125,0.10279395748730277,0.943089475384013,0.020909191217036303,0.9508960291904318,4148.24109014675
17,0.03707729468599034,0.2902576489533011,0.10106575730460088,0.9431662071330217,0.02250190694126621,0.9498776940144792,4202.7881642512075
18,0.024931880108991826,0.2670299727520436,0.09272605916513686,0.9450709634518881,0.024293704287967875,0.9550701121141535,4364.252588555858
19,0.01585365853658537,0.3170731707317073,0.12302709241491175,0.9485572346596757,0.025545571245186135,0.9597084928126413,4680.0609756097565
